customer_city,customer_state,orders,total_revenue,pct_of_total_revenue,cumulative_pct_revenue,revenue_rank
alegre,ES,17,2884.07,0.02,84.48,538
medianeira,PR,21,2883.5299999999997,0.02,84.5,539
curitibanos,SC,20,2878.94,0.02,84.52,540
cabo de santo agostinho,PE,21,2877.95,0.02,84.54,541
almenara,MG,14,2872.15,0.02,84.56,542
alem paraiba,MG,28,2870.56,0.02,84.58,543
monte carmelo,MG,23,2869.14,0.02,84.61,544
claudio,MG,20,2867.07,0.02,84.63,545
matinhos,PR,27,2862.15,0.02,84.65,546
castro,PR,22,2847.19,0.02,84.67,547
cunha,SP,14,2845.12,0.02,84.69,548
cruz alta,RS,30,2842.11,0.02,84.71,549
bom jesus da lapa,BA,9,2829.63,0.02,84.74,550
castilho,SP,10,2822.21,0.02,84.76,551
encantado,RS,11,2807.17,0.02,84.78,552
maracaju,MS,13,2791.96,0.02,84.8,553
santa isabel,SP,28,2785.66,0.02,84.82,554
estancia velha,RS,20,2782.1,0.02,84.84,555
paraty,RJ,19,2780.77,0.02,84.86,556
rondon do para,PA,9,2780.13,0.02,84.88,557
parati,RJ,13,2779.7,0.02,84.9,558
mairinque,SP,24,2772.12,0.02,84.93,559
paraguacu paulista,SP,20,2766.8,0.02,84.95,560
venancio aires,RS,26,2764.62,0.02,84.97,561
machado,MG,21,2761.92,0.02,84.99,562
agua boa,MT,18,2758.87,0.02,85.01,563
pau dos ferros,RN,9,2745.55,0.02,85.03,564
pirapora do bom jesus,SP,16,2744.66,0.02,85.05,565
alto do rodrigues,RN,8,2737.46,0.02,85.07,566
imbe,RS,13,2727.95,0.02,85.09,567
itapetinga,BA,18,2727.12,0.02,85.11,568
caico,RN,10,2723.2,0.02,85.13,569
holambra,SP,23,2719.2000000000003,0.02,85.15,570
bariri,SP,15,2706.45,0.02,85.17,571
espinosa,MG,6,2705.09,0.02,85.19,572
tramandai,RS,25,2703.52,0.02,85.21,573
santana do paraiso,MG,16,2696.82,0.02,85.24,574
taiobeiras,MG,13,2684.71,0.02,85.26,575
jacutinga,MG,18,2670.82,0.02,85.28,576
garopaba,SC,22,2669.1,0.02,85.3,577
itapiranga,SC,11,2667.18,0.02,85.32,578
ipero,SP,18,2659.28,0.02,85.34,579
escada,PE,10,2658.43,0.02,85.36,580
pacaja,PA,6,2651.06,0.02,85.38,581
venda nova do imigrante,ES,15,2647.83,0.02,85.4,582
natividade,RJ,15,2645.37,0.02,85.42,583
aracati,CE,21,2629.54,0.02,85.44,584
brumado,BA,21,2628.85,0.02,85.46,585
camaragibe,PE,33,2625.08,0.02,85.48,586
rancharia,SP,21,2623.29,0.02,85.5,587
quixada,CE,12,2620.67,0.02,85.52,588
buritizeiro,MG,8,2611.19,0.02,85.54,589
cordeiro,RJ,24,2604.86,0.02,85.56,590
tapiratiba,SP,12,2601.22,0.02,85.57,591
estancia,SE,9,2594.65,0.02,85.59,592
sao joao nepomuceno,MG,14,2594.0,0.02,85.61,593
novo horizonte,SP,16,2588.4,0.02,85.63,594
oliveira,MG,22,2579.0,0.02,85.65,595
marialva,PR,16,2573.17,0.02,85.67,596
presidente epitacio,SP,23,2572.52,0.02,85.69,597
capelinha,MG,19,2562.96,0.02,85.71,598
carlos barbosa,RS,19,2554.79,0.02,85.73,599
aparecida do taboado,MS,7,2531.9,0.02,85.75,600
monte siao,MG,20,2530.28,0.02,85.77,601
piedade,SP,22,2523.87,0.02,85.79,602
feliz,RS,14,2523.43,0.02,85.81,603
pitangui,MG,22,2517.23,0.02,85.83,604
ouro fino,MG,16,2511.84,0.02,85.85,605
riachao do jacuipe,BA,5,2502.4,0.02,85.86,606
missal,PR,7,2490.76,0.02,85.88,607
araujos,MG,5,2490.5,0.02,85.9,608
caete,MG,27,2482.97,0.02,85.92,609
sao gotardo,MG,20,2479.38,0.02,85.94,610
joao pinheiro,MG,16,2475.31,0.02,85.96,611
dias d'avila,BA,23,2468.45,0.02,85.98,612
piracaia,SP,21,2466.93,0.02,86.0,613
paranatinga,MT,2,2463.29,0.02,86.01,614
manhumirim,MG,16,2461.78,0.02,86.03,615
bonfim paulista,SP,18,2457.37,0.02,86.05,616
irati,PR,22,2455.22,0.02,86.07,617
vitoria de santo antao,PE,15,2455.15,0.02,86.09,618
santa cruz do rio pardo,SP,34,2442.48,0.02,86.11,619
barra de sao joao,RJ,13,2440.85,0.02,86.13,620
nova venecia,ES,19,2439.9,0.02,86.14,621
diamantina,MG,27,2424.28,0.02,86.16,622
floriano,PI,18,2424.02,0.02,86.18,623
canela,RS,17,2418.63,0.02,86.2,624
taquarituba,SP,15,2418.62,0.02,86.22,625
crateus,CE,9,2407.76,0.02,86.24,626
coromandel,MG,25,2403.93,0.02,86.25,627
quarai,RS,4,2402.99,0.02,86.27,628
nanuque,MG,25,2395.9700000000003,0.02,86.29,629
veranopolis,RS,18,2394.04,0.02,86.31,630
senhor do bonfim,BA,18,2387.38,0.02,86.33,631
tiangua,CE,9,2377.09,0.02,86.34,632
abreu e lima,PE,11,2376.95,0.02,86.36,633
cravinhos,SP,24,2363.95,0.02,86.38,634
sao gabriel,RS,23,2362.85,0.02,86.4,635
americo brasiliense,SP,17,2360.1,0.02,86.42,636
monte alto,SP,32,2355.01,0.02,86.43,637
iguaba grande,RJ,19,2348.6,0.02,86.45,638
goiatuba,GO,10,2347.44,0.02,86.47,639
socorro,SP,19,2319.45,0.02,86.49,640
icara,SC,21,2317.34,0.02,86.5,641
salgueiro,PE,17,2315.95,0.02,86.52,642
dois vizinhos,PR,27,2311.92,0.02,86.54,643
santiago,RS,26,2304.7,0.02,86.56,644
querencia,MT,10,2302.62,0.02,86.57,645
ilha solteira,SP,24,2299.44,0.02,86.59,646
vacaria,RS,21,2294.08,0.02,86.61,647
nossa senhora do socorro,SE,14,2282.92,0.02,86.63,648
brumadinho,MG,26,2258.23,0.02,86.64,649
ouricuri,PE,8,2246.86,0.02,86.66,650
ararangua,SC,18,2246.55,0.02,86.68,651
comodoro,MT,7,2245.02,0.02,86.69,652
itaporanga,SP,12,2237.28,0.02,86.71,653
cruzeiro do sul,RS,3,2235.9,0.02,86.73,654
paty do alferes,RJ,13,2234.66,0.02,86.74,655
cornelio procopio,PR,24,2234.17,0.02,86.76,656
tres pontas,MG,19,2228.21,0.02,86.78,657
codo,MA,7,2224.82,0.02,86.8,658
aguas lindas de goias,GO,24,2219.91,0.02,86.81,659
novo progresso,PA,5,2219.01,0.02,86.83,660
pirai,RJ,15,2218.16,0.02,86.85,661
eusebio,CE,13,2217.51,0.02,86.86,662
piuma,ES,17,2216.18,0.02,86.88,663
inhumas,GO,16,2210.83,0.02,86.9,664
laranjal paulista,SP,17,2209.33,0.02,86.91,665
bambui,MG,18,2206.67,0.02,86.93,666
mucuri,BA,7,2203.67,0.02,86.95,667
laguna,SC,14,2202.73,0.02,86.96,668
pianco,PB,1,2200.0,0.02,86.98,669
nova esperanca do piria,PA,1,2199.0,0.02,87.0,670
nova andradina,MS,11,2194.87,0.02,87.01,671
carpina,PE,10,2194.76,0.02,87.03,672
bom jardim,RJ,14,2189.45,0.02,87.05,673
camanducaia,MG,9,2180.67,0.02,87.06,674
varzea da palma,MG,11,2171.77,0.02,87.08,675
matias barbosa,MG,13,2169.86,0.02,87.09,676
santa cruz do capibaribe,PE,11,2169.37,0.02,87.11,677
rio grande da serra,SP,25,2169.31,0.02,87.13,678
marau,RS,22,2167.34,0.02,87.14,679
pinheiral,RJ,14,2165.19,0.02,87.16,680
guarani,MG,7,2164.42,0.02,87.18,681
colider,MT,8,2161.73,0.02,87.19,682
espirito santo do pinhal,SP,18,2160.02,0.02,87.21,683
sao sebastiao,AL,1,2159.98,0.02,87.23,684
sao raimundo nonato,PI,7,2145.39,0.02,87.24,685
sao lourenco do sul,RS,14,2135.38,0.02,87.26,686
sao borja,RS,18,2124.74,0.02,87.27,687
santa rita do passa quatro,SP,18,2123.97,0.02,87.29,688
sao joao da barra,RJ,15,2115.54,0.02,87.31,689
estrela,RS,15,2113.2,0.02,87.32,690
tailandia,PA,4,2113.18,0.02,87.34,691
cristalina,GO,8,2112.65,0.02,87.35,692
rio negro,PR,15,2105.87,0.02,87.37,693
paraisopolis,MG,15,2101.66,0.02,87.39,694
ipameri,GO,12,2100.55,0.02,87.4,695
penha,SC,15,2092.39,0.02,87.42,696
viradouro,SP,18,2081.54,0.02,87.43,697
antonina,PR,10,2077.57,0.02,87.45,698
conchal,SP,19,2075.24,0.02,87.47,699
nova era,MG,15,2074.71,0.02,87.48,700
taquaritinga do norte,PE,6,2064.91,0.02,87.5,701
lagoa grande,MG,4,2060.89,0.02,87.51,702
santos dumont,MG,22,2056.3,0.02,87.53,703
serra talhada,PE,10,2053.18,0.02,87.54,704
teotonio vilela,AL,7,2043.88,0.02,87.56,705
cambuci,RJ,8,2042.79,0.02,87.57,706
lapa,PR,14,2039.2,0.02,87.59,707
paragominas,PA,18,2033.65,0.02,87.6,708
ipua,SP,4,2031.49,0.02,87.62,709
carazinho,RS,23,2030.93,0.02,87.64,710
sao fidelis,RJ,23,2029.25,0.02,87.65,711
junqueiropolis,SP,15,2029.24,0.02,87.67,712
fraiburgo,SC,13,2028.57,0.02,87.68,713
ipora,GO,15,2025.99,0.02,87.7,714
nucleo residencial pilar,BA,8,2024.3500000000001,0.02,87.71,715
cocal do sul,SC,4,2015.29,0.02,87.73,716
palmeira,PR,12,2013.32,0.02,87.74,717
cruz das almas,BA,18,2007.24,0.02,87.76,718
presidente dutra,MA,11,2000.98,0.02,87.77,719
conselheiro pena,MG,15,2000.56,0.02,87.79,720
cedro de sao joao,SE,3,1999.99,0.02,87.8,721
engenheiro navarro,MG,1,1997.0,0.02,87.82,722
laranjeiras do sul,PR,19,1995.57,0.02,87.83,723
ico,CE,8,1990.88,0.02,87.85,724
agrestina,PE,1,1989.0,0.02,87.86,725
goianesia,GO,17,1987.48,0.02,87.88,726
sacramento,MG,13,1986.57,0.02,87.89,727
aguai,SP,9,1985.55,0.02,87.91,728
miguelopolis,SP,14,1984.27,0.02,87.92,729
anchieta,ES,14,1983.8,0.02,87.94,730
cantagalo,RJ,17,1981.48,0.01,87.95,731
vilhena,RO,16,1973.95,0.01,87.97,732
tres de maio,RS,12,1969.05,0.01,87.98,733
cesario lange,SP,13,1966.5,0.01,88.0,734
sape,PB,2,1959.99,0.01,88.01,735
barao de cocais,MG,18,1958.4,0.01,88.03,736
lagarto,SE,11,1955.43,0.01,88.04,737
bombinhas,SC,15,1935.41,0.01,88.06,738
goioere,PR,11,1935.28,0.01,88.07,739
sao mateus do sul,PR,15,1933.95,0.01,88.09,740
guanhaes,MG,18,1931.45,0.01,88.1,741
campos novos,SC,14,1929.69,0.01,88.12,742
palmas,PR,19,1921.38,0.01,88.13,743
triunfo,RS,11,1918.53,0.01,88.14,744
cachoeiras de macacu,RJ,20,1918.26,0.01,88.16,745
mirassol d'oeste,MT,14,1912.02,0.01,88.17,746
navirai,MS,8,1910.88,0.01,88.19,747
santo antonio do monte,MG,14,1909.12,0.01,88.2,748
pompeia,SP,17,1907.08,0.01,88.22,749
ceres,GO,7,1905.47,0.01,88.23,750
maragogi,AL,5,1897.05,0.01,88.25,751
pinhalao,PR,7,1894.94,0.01,88.26,752
piracanjuba,GO,10,1893.26,0.01,88.27,753
caetite,BA,10,1892.3,0.01,88.29,754
serrinha,BA,14,1889.1399999999999,0.01,88.3,755
santa maria de jetiba,ES,15,1888.97,0.01,88.32,756
santo anastacio,SP,17,1884.6,0.01,88.33,757
parnamirim,PE,4,1884.22,0.01,88.35,758
auriflama,SP,10,1871.66,0.01,88.36,759
paranaita,MT,4,1858.75,0.01,88.37,760
eldorado do sul,RS,15,1853.48,0.01,88.39,761
jandaia do sul,PR,8,1839.25,0.01,88.4,762
campo belo,MG,21,1836.34,0.01,88.42,763
itanhandu,MG,13,1830.08,0.01,88.43,764
porangatu,GO,13,1828.15,0.01,88.44,765
igarassu,PE,11,1826.38,0.01,88.46,766
guaratuba,PR,9,1821.8799999999999,0.01,88.47,767
cajati,SP,16,1821.32,0.01,88.48,768
cajazeiras,PB,11,1818.16,0.01,88.5,769
gravata,PE,10,1806.19,0.01,88.51,770
santo amaro,BA,10,1805.93,0.01,88.53,771
cacoal,RO,12,1801.47,0.01,88.54,772
paraiso do tocantins,TO,10,1799.04,0.01,88.55,773
mariental,PR,1,1799.0,0.01,88.57,774
eloi mendes,MG,10,1795.3899999999999,0.01,88.58,775
caxias,MA,16,1790.55,0.01,88.59,776
nova granada,SP,19,1790.33,0.01,88.61,777
osvaldo cruz,SP,16,1786.46,0.01,88.62,778
esmeraldas,MG,14,1780.97,0.01,88.63,779
novo gama,GO,13,1777.05,0.01,88.65,780
fartura,SP,10,1771.4099999999999,0.01,88.66,781
pariquera-acu,SP,15,1765.1,0.01,88.67,782
quatro barras,PR,18,1763.66,0.01,88.69,783
palmital,SP,18,1760.16,0.01,88.7,784
itatinga,SP,4,1760.15,0.01,88.71,785
itaguacu,ES,7,1758.0300000000002,0.01,88.73,786
itai,SP,10,1757.58,0.01,88.74,787
santa vitoria do palmar,RS,12,1750.75,0.01,88.75,788
parobe,RS,12,1750.48,0.01,88.77,789
uruacu,GO,17,1750.02,0.01,88.78,790
sanharo,PE,3,1748.0,0.01,88.79,791
buritis,MG,13,1740.57,0.01,88.81,792
santa fe de goias,GO,4,1737.69,0.01,88.82,793
beberibe,CE,3,1736.7,0.01,88.83,794
sarandi,PR,17,1734.93,0.01,88.85,795
igarape,MG,9,1734.47,0.01,88.86,796
abaete,MG,12,1732.81,0.01,88.87,797
irece,BA,13,1729.52,0.01,88.89,798
bandeirantes,PR,13,1728.2,0.01,88.9,799
santa juliana,MG,8,1723.39,0.01,88.91,800
charqueadas,RS,17,1721.41,0.01,88.93,801
itaocara,RJ,16,1720.65,0.01,88.94,802
esperanca,PB,6,1720.3799999999999,0.01,88.95,803
mafra,SC,25,1719.6299999999999,0.01,88.96,804
xaxim,SC,10,1718.58,0.01,88.98,805
santa maria da vitoria,BA,13,1710.55,0.01,88.99,806
ourilandia do norte,PA,5,1710.0800000000002,0.01,89.0,807
itamarandiba,MG,8,1706.99,0.01,89.02,808
loanda,PR,13,1704.36,0.01,89.03,809
caxambu,MG,16,1700.73,0.01,89.04,810
camaqua,RS,12,1693.85,0.01,89.05,811
camocim,CE,8,1686.29,0.01,89.07,812
santana do jacare,MG,4,1685.7900000000002,0.01,89.08,813
lagoa da prata,MG,10,1685.69,0.01,89.09,814
barra velha,SC,15,1684.01,0.01,89.11,815
morro da fumaca,SC,7,1676.0,0.01,89.12,816
sao joao batista,SC,10,1675.22,0.01,89.13,817
morro agudo,SP,9,1670.95,0.01,89.14,818
leopoldina,MG,17,1667.77,0.01,89.16,819
sao joaquim de bicas,MG,8,1663.28,0.01,89.17,820
esplanada,BA,5,1660.9,0.01,89.18,821
santa rosa de viterbo,SP,13,1658.42,0.01,89.19,822
gameleira,PE,4,1657.98,0.01,89.21,823
iturama,MG,14,1655.55,0.01,89.22,824
itajobi,SP,10,1653.95,0.01,89.23,825
mantena,MG,11,1652.22,0.01,89.24,826
porto ferreira,SP,26,1646.22,0.01,89.26,827
cafelandia,PR,11,1645.11,0.01,89.27,828
carmo do rio claro,MG,9,1642.42,0.01,89.28,829
carmo do cajuru,MG,10,1638.44,0.01,89.29,830
jaguariaiva,PR,17,1634.5900000000001,0.01,89.31,831
catende,PE,7,1630.18,0.01,89.32,832
carmopolis de minas,MG,5,1629.78,0.01,89.33,833
caconde,SP,10,1628.19,0.01,89.34,834
conceicao de macabu,RJ,12,1626.47,0.01,89.36,835
bom conselho,PE,7,1624.93,0.01,89.37,836
taquari,RS,11,1619.28,0.01,89.38,837
bocaiuva,MG,13,1618.27,0.01,89.39,838
lagoa vermelha,RS,14,1616.25,0.01,89.4,839
santo amaro de campos,RJ,6,1611.78,0.01,89.42,840
paraibuna,SP,10,1610.99,0.01,89.43,841
santa adelia,SP,15,1609.65,0.01,89.44,842
bom jesus dos perdoes,SP,17,1608.73,0.01,89.45,843
guariba,SP,14,1608.43,0.01,89.47,844
piraquara,PR,14,1604.51,0.01,89.48,845
jacunda,PA,6,1601.71,0.01,89.49,846
castelo,ES,18,1600.8,0.01,89.5,847
jardinopolis,SP,13,1600.05,0.01,89.51,848
loreto,MA,1,1599.99,0.01,89.53,849
coxim,MS,11,1598.75,0.01,89.54,850
ampere,PR,8,1595.27,0.01,89.55,851
crissiumal,RS,2,1589.0,0.01,89.56,852
sao sebastiao do cai,RS,12,1588.84,0.01,89.57,853
vitorino freire,MA,3,1588.0,0.01,89.59,854
montanha,ES,10,1586.54,0.01,89.6,855
pirajui,SP,12,1583.52,0.01,89.61,856
piratininga,SP,8,1583.28,0.01,89.62,857
nova esperanca,PR,8,1579.78,0.01,89.63,858
pomerode,SC,9,1579.3600000000001,0.01,89.65,859
belo jardim,PE,11,1578.63,0.01,89.66,860
porto nacional,TO,8,1577.68,0.01,89.67,861
niquelandia,GO,13,1577.67,0.01,89.68,862
pombal,PB,6,1577.5,0.01,89.69,863
passa quatro,MG,9,1576.66,0.01,89.71,864
candido mota,SP,16,1573.29,0.01,89.72,865
chapadao do sul,MS,14,1569.79,0.01,89.73,866
afonso claudio,ES,11,1568.77,0.01,89.74,867
canaa dos carajas,PA,9,1565.93,0.01,89.75,868
minacu,GO,11,1561.6200000000001,0.01,89.76,869
palmeira das missoes,RS,16,1559.51,0.01,89.78,870
sidrolandia,MS,11,1557.76,0.01,89.79,871
visconde do rio branco,MG,18,1557.3400000000001,0.01,89.8,872
pontes e lacerda,MT,9,1556.77,0.01,89.81,873
reginopolis,SP,3,1552.99,0.01,89.82,874
vazante,MG,6,1549.63,0.01,89.84,875
sao francisco do sul,SC,16,1549.08,0.01,89.85,876
ipueiras,CE,3,1547.29,0.01,89.86,877
miracema,RJ,17,1547.26,0.01,89.87,878
nova olinda do maranhao,MA,4,1546.4,0.01,89.88,879
ronda alta,RS,6,1544.3300000000002,0.01,89.89,880
campos sales,CE,4,1543.9,0.01,89.91,881
conceicao das alagoas,MG,3,1542.4,0.01,89.92,882
sao joao do piaui,PI,5,1541.8,0.01,89.93,883
boa esperanca,MG,11,1539.82,0.01,89.94,884
costa marques,RO,2,1534.9,0.01,89.95,885
ipojuca,PE,15,1530.3,0.01,89.96,886
toropi,RS,3,1529.9,0.01,89.98,887
brejo santo,CE,10,1529.8600000000001,0.01,89.99,888
itatiaia,RJ,18,1526.46,0.01,90.0,889
periquito,MG,2,1526.0,0.01,90.01,890
mangueirinha,PR,8,1524.77,0.01,90.02,891
cassilandia,MS,5,1524.5,0.01,90.03,892
petrolandia,PE,9,1520.49,0.01,90.04,893
ibatiba,ES,9,1518.78,0.01,90.06,894
embu,SP,11,1517.88,0.01,90.07,895
mostardas,RS,11,1517.83,0.01,90.08,896
quissama,RJ,11,1513.97,0.01,90.09,897
tambau,SP,19,1513.43,0.01,90.1,898
faxinal dos guedes,SC,11,1512.73,0.01,90.11,899
ibate,SP,12,1512.6,0.01,90.12,900
mata verde,MG,6,1512.53,0.01,90.14,901
aracoiaba da serra,SP,11,1511.57,0.01,90.15,902
lambari,MG,8,1506.47,0.01,90.16,903
pacaembu,SP,6,1505.29,0.01,90.17,904
nova russas,CE,7,1504.94,0.01,90.18,905
entre rios de minas,MG,7,1503.86,0.01,90.19,906
imbuia,SC,4,1501.88,0.01,90.2,907
santa helena de goias,GO,9,1499.73,0.01,90.22,908
sao francisco de itabapoana,RJ,15,1497.76,0.01,90.23,909
alvorada,TO,6,1494.47,0.01,90.24,910
teutonia,RS,14,1493.6,0.01,90.25,911
nova olinda,CE,3,1490.8,0.01,90.26,912
corrente,PI,4,1489.9,0.01,90.27,913
quatro bocas,PA,5,1486.99,0.01,90.28,914
catu,BA,10,1486.97,0.01,90.29,915
jose bonifacio,SP,12,1486.34,0.01,90.31,916
porto real,RJ,7,1484.6,0.01,90.32,917
pojuca,BA,13,1481.09,0.01,90.33,918
cruz,CE,7,1480.58,0.01,90.34,919
morrinhos,GO,14,1479.79,0.01,90.35,920
siqueira campos,PR,9,1478.08,0.01,90.36,921
quirinopolis,GO,14,1475.95,0.01,90.37,922
piranguinho,MG,9,1475.65,0.01,90.38,923
garuva,SC,5,1467.38,0.01,90.4,924
aperibe,RJ,12,1464.94,0.01,90.41,925
chapada,RS,4,1463.19,0.01,90.42,926
andira,PR,11,1462.18,0.01,90.43,927
dom pedrito,RS,10,1461.93,0.01,90.44,928
correia pinto,SC,11,1454.23,0.01,90.45,929
paraguacu,MG,12,1452.85,0.01,90.46,930
ibitita,BA,1,1450.0,0.01,90.47,931
lauro muller,SC,8,1449.57,0.01,90.48,932
currais novos,RN,7,1448.19,0.01,90.49,933
sao jose de ribamar,MA,14,1444.82,0.01,90.51,934
flores da cunha,RS,12,1439.45,0.01,90.52,935
fatima do sul,MS,4,1436.29,0.01,90.53,936
marilandia,ES,8,1436.07,0.01,90.54,937
altinopolis,SP,4,1428.8,0.01,90.55,938
balneario picarras,SC,8,1426.81,0.01,90.56,939
redencao,PA,12,1423.25,0.01,90.57,940
queimadas,PB,5,1422.9,0.01,90.58,941
itauba,MT,5,1420.98,0.01,90.59,942
torres,RS,17,1416.23,0.01,90.6,943
carmo,RJ,12,1415.19,0.01,90.61,944
camamu,BA,8,1411.82,0.01,90.62,945
jarinu,SP,18,1410.48,0.01,90.63,946
nova ponte,MG,9,1409.49,0.01,90.65,947
baependi,MG,8,1409.04,0.01,90.66,948
orleans,SC,8,1408.5900000000001,0.01,90.67,949
sao gabriel da palha,ES,13,1406.8,0.01,90.68,950
tanabi,SP,11,1404.39,0.01,90.69,951
ipaba,MG,8,1403.5,0.01,90.7,952
santa rita,PB,6,1401.75,0.01,90.71,953
arroio do meio,RS,9,1400.22,0.01,90.72,954
boa esperanca,RJ,1,1399.99,0.01,90.73,955
bastos,SP,17,1399.6,0.01,90.74,956
baixo guandu,ES,8,1399.1,0.01,90.75,957
campinas do sul,RS,6,1398.89,0.01,90.76,958
formosa do rio preto,BA,3,1398.13,0.01,90.77,959
mutum,MG,8,1397.94,0.01,90.78,960
paranaiba,MS,14,1396.24,0.01,90.79,961
bocaina,SP,6,1391.9,0.01,90.8,962
bonfinopolis de minas,MG,2,1387.2,0.01,90.81,963
sao felix do xingu,PA,8,1382.7,0.01,90.83,964
biritiba-mirim,SP,10,1381.72,0.01,90.84,965
joao camara,RN,2,1379.8000000000002,0.01,90.85,966
bom retiro do sul,RS,2,1379.0,0.01,90.86,967
guaramirim,SC,13,1377.08,0.01,90.87,968
santana do acarau,CE,4,1376.89,0.01,90.88,969
senador canedo,GO,16,1375.57,0.01,90.89,970
jequitinhonha,MG,11,1372.3700000000001,0.01,90.9,971
divinolandia,SP,7,1370.68,0.01,90.91,972
vila valerio,ES,8,1369.4,0.01,90.92,973
alto paraiso de goias,GO,9,1367.34,0.01,90.93,974
ibia,MG,8,1367.29,0.01,90.94,975
itabera,SP,7,1366.14,0.01,90.95,976
acarau,CE,8,1364.96,0.01,90.96,977
itapecerica,MG,13,1363.28,0.01,90.97,978
aracuai,MG,9,1362.98,0.01,90.98,979
corinto,MG,11,1362.8600000000001,0.01,90.99,980
pitangueiras,SP,16,1362.6200000000001,0.01,91.0,981
iguape,SP,14,1359.57,0.01,91.01,982
malacacheta,MG,7,1355.65,0.01,91.02,983
campestre da serra,RS,2,1348.99,0.01,91.03,984
afogados da ingazeira,PE,8,1345.98,0.01,91.04,985
altos,PI,5,1345.39,0.01,91.05,986
upanema,RN,3,1343.6,0.01,91.06,987
aguas formosas,MG,5,1341.7,0.01,91.07,988
pirpirituba,PB,1,1340.0,0.01,91.08,989
girua,RS,10,1335.28,0.01,91.09,990
sao joao dos patos,MA,7,1333.08,0.01,91.1,991
tupaciguara,MG,13,1331.21,0.01,91.11,992
sao bento do una,PE,4,1328.39,0.01,91.12,993
casca,RS,7,1326.27,0.01,91.13,994
tabapua,SP,12,1322.96,0.01,91.14,995
sao miguel do araguaia,GO,5,1321.15,0.01,91.15,996
apiuna,SC,7,1320.6,0.01,91.16,997
pirapozinho,SP,14,1319.3700000000001,0.01,91.17,998
conceicao do mato dentro,MG,12,1317.91,0.01,91.18,999
guadalupe,PI,4,1313.7,0.01,91.19,1000
itaiopolis,SC,8,1313.59,0.01,91.2,1001
sao miguel arcanjo,SP,13,1311.09,0.01,91.21,1002
caarapo,MS,4,1310.49,0.01,91.22,1003
cangucu,RS,12,1310.18,0.01,91.23,1004
fronteiras,PI,3,1308.8,0.01,91.24,1005
dores de campos,MG,8,1308.14,0.01,91.25,1006
itapui,SP,7,1307.09,0.01,91.26,1007
itamaraju,BA,11,1304.23,0.01,91.27,1008
ibipora,PR,12,1303.38,0.01,91.28,1009
barbalha,CE,6,1302.98,0.01,91.29,1010
barreiros,PE,5,1302.16,0.01,91.3,1011
pinhalzinho,SP,12,1300.42,0.01,91.31,1012
barao ataliba nogueira,SP,1,1300.0,0.01,91.33,1013
barra longa,MG,1,1300.0,0.01,91.33,1013
tapiramuta,BA,2,1298.99,0.01,91.34,1015
sao simao,SP,10,1297.8899999999999,0.01,91.35,1016
neropolis,GO,7,1297.22,0.01,91.36,1017
simonesia,MG,8,1295.88,0.01,91.37,1018
morada nova,CE,9,1295.28,0.01,91.38,1019
astolfo dutra,MG,11,1294.52,0.01,91.39,1020
barroso,MG,11,1289.96,0.01,91.4,1021
alcobaca,BA,4,1289.78,0.01,91.41,1022
jacarezinho,PR,16,1289.36,0.01,91.42,1023
xinguara,PA,9,1282.22,0.01,91.43,1024
bezerros,PE,10,1277.39,0.01,91.44,1025
mirandopolis,SP,13,1274.99,0.01,91.45,1026
tres passos,RS,11,1270.21,0.01,91.46,1027
agudos,SP,16,1265.3,0.01,91.47,1028
realeza,PR,6,1264.26,0.01,91.48,1029
pacajus,CE,6,1262.59,0.01,91.49,1030
casa branca,SP,13,1261.58,0.01,91.5,1031
gravatal,SC,6,1260.27,0.01,91.51,1032
cordeiropolis,SP,15,1260.05,0.01,91.52,1033
teodoro sampaio,SP,12,1259.77,0.01,91.53,1034
itariri,SP,6,1259.32,0.01,91.53,1035
balsamo,SP,6,1257.23,0.01,91.54,1036
duartina,SP,10,1252.67,0.01,91.55,1037
aluminio,SP,13,1252.15,0.01,91.56,1038
iracemapolis,SP,18,1251.88,0.01,91.57,1039
areado,MG,6,1246.69,0.01,91.58,1040
campinorte,GO,7,1244.69,0.01,91.59,1041
pimenta bueno,RO,7,1243.79,0.01,91.6,1042
vera cruz,BA,7,1243.52,0.01,91.61,1043
italva,RJ,12,1243.09,0.01,91.62,1044
sao miguel do guama,PA,5,1240.79,0.01,91.63,1045
mendes,RJ,12,1240.75,0.01,91.64,1046
botelhos,MG,8,1240.01,0.01,91.65,1047
penedo,AL,8,1239.8700000000001,0.01,91.66,1048
guarabira,PB,10,1239.68,0.01,91.67,1049
bonito,PE,5,1235.79,0.01,91.68,1050
ouroeste,SP,11,1235.19,0.01,91.69,1051
ivoti,RS,13,1235.1100000000001,0.01,91.69,1052
parelhas,RN,4,1233.89,0.01,91.7,1053
dois corregos,SP,11,1233.69,0.01,91.71,1054
descalvado,SP,13,1231.74,0.01,91.72,1055
buenopolis,MG,4,1231.38,0.01,91.73,1056
saloa,PE,3,1231.0,0.01,91.74,1057
nova prata,RS,16,1230.94,0.01,91.75,1058
venturosa,PE,2,1228.9,0.01,91.76,1059
ipaussu,SP,7,1228.72,0.01,91.77,1060
santa ines,MA,12,1226.8799999999999,0.01,91.78,1061
marituba,PA,14,1224.29,0.01,91.79,1062
coruripe,AL,3,1222.3,0.01,91.8,1063
guararapes,SP,18,1220.84,0.01,91.81,1064
capinzal,SC,10,1220.55,0.01,91.82,1065
